Epoch: 95 | lr:0.0003000 | Loss: 0.0603 | topview Loss: 0.2334 | transform_topview Loss: 0.2480 | transform Loss: 0.8548
Epoch: 95 | Validation: mIOU: 11.57 % mAP: 24.20 %
Epoch: 96 | lr:0.0003000 | Loss: 0.0412 | topview Loss: 0.1622 | transform_topview Loss: 0.1664 | transform Loss: 0.8547
Epoch: 97 | lr:0.0003000 | Loss: 0.0365 | topview Loss: 0.1425 | transform_topview Loss: 0.1484 | transform Loss: 0.8547
Epoch: 98 | lr:0.0003000 | Loss: 0.0318 | topview Loss: 0.1235 | transform_topview Loss: 0.1299 | transform Loss: 0.8549
Epoch: 99 | lr:0.0003000 | Loss: 0.0289 | topview Loss: 0.1131 | transform_topview Loss: 0.1172 | transform Loss: 0.8547
Epoch: 100 | lr:0.0003000 | Loss: 0.0268 | topview Loss: 0.1066 | transform_topview Loss: 0.1071 | transform Loss: 0.8548
Epoch: 100 | Validation: mIOU: 17.88 % mAP: 31.48 %
Epoch: 101 | lr:0.0003000 | Loss: 0.0249 | topview Loss: 0.0967 | transform_topview Loss: 0.1012 | transform Loss: 0.8547
Epoch: 102 | lr:0.0003000 | Loss: 0.0232 | topview Loss: 0.0907 | transform_topview Loss: 0.0939 | transform Loss: 0.8551
Epoch: 103 | lr:0.0003000 | Loss: 0.0235 | topview Loss: 0.0911 | transform_topview Loss: 0.0960 | transform Loss: 0.8549
Epoch: 104 | lr:0.0003000 | Loss: 0.0219 | topview Loss: 0.0839 | transform_topview Loss: 0.0908 | transform Loss: 0.8547
Epoch: 105 | lr:0.0003000 | Loss: 0.0208 | topview Loss: 0.0804 | transform_topview Loss: 0.0854 | transform Loss: 0.8551
Epoch: 105 | Validation: mIOU: 17.63 % mAP: 33.24 %
Epoch: 106 | lr:0.0003000 | Loss: 0.0206 | topview Loss: 0.0812 | transform_topview Loss: 0.0831 | transform Loss: 0.8549
Epoch: 107 | lr:0.0003000 | Loss: 0.0199 | topview Loss: 0.0766 | transform_topview Loss: 0.0818 | transform Loss: 0.8547
Epoch: 108 | lr:0.0003000 | Loss: 0.0193 | topview Loss: 0.0745 | transform_topview Loss: 0.0787 | transform Loss: 0.8549
Epoch: 109 | lr:0.0003000 | Loss: 0.0192 | topview Loss: 0.0721 | transform_topview Loss: 0.0803 | transform Loss: 0.8549
Epoch: 110 | lr:0.0003000 | Loss: 0.0184 | topview Loss: 0.0701 | transform_topview Loss: 0.0762 | transform Loss: 0.8548
Epoch: 110 | Validation: mIOU: 20.58 % mAP: 35.95 %
Epoch: 111 | lr:0.0003000 | Loss: 0.0178 | topview Loss: 0.0667 | transform_topview Loss: 0.0749 | transform Loss: 0.8548
Epoch: 112 | lr:0.0003000 | Loss: 0.0173 | topview Loss: 0.0665 | transform_topview Loss: 0.0706 | transform Loss: 0.8550
Epoch: 113 | lr:0.0003000 | Loss: 0.0174 | topview Loss: 0.0654 | transform_topview Loss: 0.0731 | transform Loss: 0.8548
Epoch: 114 | lr:0.0003000 | Loss: 0.0172 | topview Loss: 0.0640 | transform_topview Loss: 0.0727 | transform Loss: 0.8548
Epoch: 115 | lr:0.0003000 | Loss: 0.0172 | topview Loss: 0.0648 | transform_topview Loss: 0.0719 | transform Loss: 0.8549
Epoch: 115 | Validation: mIOU: 18.00 % mAP: 33.34 %
Epoch: 116 | lr:0.0003000 | Loss: 0.0164 | topview Loss: 0.0618 | transform_topview Loss: 0.0682 | transform Loss: 0.8548
Epoch: 117 | lr:0.0003000 | Loss: 0.0164 | topview Loss: 0.0602 | transform_topview Loss: 0.0697 | transform Loss: 0.8549
Epoch: 118 | lr:0.0003000 | Loss: 0.0160 | topview Loss: 0.0594 | transform_topview Loss: 0.0677 | transform Loss: 0.8548
Epoch: 119 | lr:0.0003000 | Loss: 0.0163 | topview Loss: 0.0600 | transform_topview Loss: 0.0694 | transform Loss: 0.8546
Epoch: 120 | lr:0.0003000 | Loss: 0.0158 | topview Loss: 0.0584 | transform_topview Loss: 0.0672 | transform Loss: 0.8551
Epoch: 120 | Validation: mIOU: 18.55 % mAP: 33.90 %
Epoch: 121 | lr:0.0003000 | Loss: 0.0154 | topview Loss: 0.0568 | transform_topview Loss: 0.0656 | transform Loss: 0.8550
Epoch: 122 | lr:0.0003000 | Loss: 0.0152 | topview Loss: 0.0551 | transform_topview Loss: 0.0659 | transform Loss: 0.8549
Epoch: 123 | lr:0.0003000 | Loss: 0.0149 | topview Loss: 0.0552 | transform_topview Loss: 0.0631 | transform Loss: 0.8547
Epoch: 124 | lr:0.0003000 | Loss: 0.0148 | topview Loss: 0.0525 | transform_topview Loss: 0.0647 | transform Loss: 0.8548
Epoch: 125 | lr:0.0003000 | Loss: 0.0149 | topview Loss: 0.0534 | transform_topview Loss: 0.0647 | transform Loss: 0.8549
Epoch: 125 | Validation: mIOU: 17.74 % mAP: 32.98 %
Epoch: 126 | lr:0.0003000 | Loss: 0.0144 | topview Loss: 0.0536 | transform_topview Loss: 0.0609 | transform Loss: 0.8548
Epoch: 127 | lr:0.0003000 | Loss: 0.0146 | topview Loss: 0.0516 | transform_topview Loss: 0.0643 | transform Loss: 0.8548
Epoch: 128 | lr:0.0003000 | Loss: 0.0140 | topview Loss: 0.0488 | transform_topview Loss: 0.0627 | transform Loss: 0.8549
Epoch: 129 | lr:0.0003000 | Loss: 0.0139 | topview Loss: 0.0519 | transform_topview Loss: 0.0582 | transform Loss: 0.8548
Epoch: 130 | lr:0.0003000 | Loss: 0.0137 | topview Loss: 0.0499 | transform_topview Loss: 0.0586 | transform Loss: 0.8550
Epoch: 130 | Validation: mIOU: 21.96 % mAP: 38.10 %
Epoch: 131 | lr:0.0003000 | Loss: 0.0138 | topview Loss: 0.0473 | transform_topview Loss: 0.0622 | transform Loss: 0.8548
Epoch: 132 | lr:0.0003000 | Loss: 0.0136 | topview Loss: 0.0470 | transform_topview Loss: 0.0613 | transform Loss: 0.8548
Epoch: 133 | lr:0.0003000 | Loss: 0.0130 | topview Loss: 0.0457 | transform_topview Loss: 0.0576 | transform Loss: 0.8547
Epoch: 134 | lr:0.0003000 | Loss: 0.0138 | topview Loss: 0.0498 | transform_topview Loss: 0.0601 | transform Loss: 0.8548
Epoch: 135 | lr:0.0003000 | Loss: 0.0127 | topview Loss: 0.0441 | transform_topview Loss: 0.0563 | transform Loss: 0.8548
Epoch: 135 | Validation: mIOU: 21.05 % mAP: 38.53 %
Epoch: 136 | lr:0.0003000 | Loss: 0.0129 | topview Loss: 0.0443 | transform_topview Loss: 0.0581 | transform Loss: 0.8548
Epoch: 137 | lr:0.0003000 | Loss: 0.0128 | topview Loss: 0.0446 | transform_topview Loss: 0.0573 | transform Loss: 0.8547
Epoch: 138 | lr:0.0003000 | Loss: 0.0128 | topview Loss: 0.0462 | transform_topview Loss: 0.0557 | transform Loss: 0.8551
Epoch: 139 | lr:0.0003000 | Loss: 0.0125 | topview Loss: 0.0426 | transform_topview Loss: 0.0565 | transform Loss: 0.8549
Epoch: 140 | lr:0.0003000 | Loss: 0.0123 | topview Loss: 0.0420 | transform_topview Loss: 0.0558 | transform Loss: 0.8549
Epoch: 140 | Validation: mIOU: 18.78 % mAP: 34.40 %
Epoch: 141 | lr:0.0003000 | Loss: 0.0120 | topview Loss: 0.0423 | transform_topview Loss: 0.0530 | transform Loss: 0.8549
Epoch: 142 | lr:0.0003000 | Loss: 0.0126 | topview Loss: 0.0442 | transform_topview Loss: 0.0561 | transform Loss: 0.8550
Epoch: 143 | lr:0.0003000 | Loss: 0.0124 | topview Loss: 0.0414 | transform_topview Loss: 0.0572 | transform Loss: 0.8549
Epoch: 144 | lr:0.0003000 | Loss: 0.0120 | topview Loss: 0.0414 | transform_topview Loss: 0.0538 | transform Loss: 0.8546
Epoch: 145 | lr:0.0003000 | Loss: 0.0122 | topview Loss: 0.0424 | transform_topview Loss: 0.0543 | transform Loss: 0.8550
Epoch: 145 | Validation: mIOU: 20.77 % mAP: 37.02 %
Epoch: 146 | lr:0.0003000 | Loss: 0.0117 | topview Loss: 0.0394 | transform_topview Loss: 0.0534 | transform Loss: 0.8550
Epoch: 147 | lr:0.0003000 | Loss: 0.0115 | topview Loss: 0.0401 | transform_topview Loss: 0.0509 | transform Loss: 0.8550
Epoch: 148 | lr:0.0003000 | Loss: 0.0125 | topview Loss: 0.0439 | transform_topview Loss: 0.0552 | transform Loss: 0.8549
Epoch: 149 | lr:0.0003000 | Loss: 0.0118 | topview Loss: 0.0398 | transform_topview Loss: 0.0537 | transform Loss: 0.8549
Epoch: 150 | lr:0.0003000 | Loss: 0.0115 | topview Loss: 0.0392 | transform_topview Loss: 0.0517 | transform Loss: 0.8548
Epoch: 150 | Validation: mIOU: 20.71 % mAP: 36.99 %
Epoch: 151 | lr:0.0003000 | Loss: 0.0113 | topview Loss: 0.0368 | transform_topview Loss: 0.0526 | transform Loss: 0.8549
Epoch: 152 | lr:0.0003000 | Loss: 0.0112 | topview Loss: 0.0379 | transform_topview Loss: 0.0505 | transform Loss: 0.8549
Epoch: 153 | lr:0.0003000 | Loss: 0.0113 | topview Loss: 0.0365 | transform_topview Loss: 0.0533 | transform Loss: 0.8548
Epoch: 154 | lr:0.0003000 | Loss: 0.0112 | topview Loss: 0.0366 | transform_topview Loss: 0.0522 | transform Loss: 0.8549
Epoch: 155 | lr:0.0003000 | Loss: 0.0113 | topview Loss: 0.0386 | transform_topview Loss: 0.0508 | transform Loss: 0.8547
Epoch: 155 | Validation: mIOU: 21.38 % mAP: 38.02 %
Epoch: 156 | lr:0.0003000 | Loss: 0.0107 | topview Loss: 0.0373 | transform_topview Loss: 0.0474 | transform Loss: 0.8547
Epoch: 157 | lr:0.0003000 | Loss: 0.0115 | topview Loss: 0.0386 | transform_topview Loss: 0.0522 | transform Loss: 0.8546
Epoch: 158 | lr:0.0003000 | Loss: 0.0115 | topview Loss: 0.0379 | transform_topview Loss: 0.0531 | transform Loss: 0.8547
Epoch: 159 | lr:0.0003000 | Loss: 0.0113 | topview Loss: 0.0375 | transform_topview Loss: 0.0517 | transform Loss: 0.8549
Epoch: 160 | lr:0.0003000 | Loss: 0.0107 | topview Loss: 0.0345 | transform_topview Loss: 0.0504 | transform Loss: 0.8548
Epoch: 160 | Validation: mIOU: 19.20 % mAP: 35.10 %
Epoch: 161 | lr:0.0003000 | Loss: 0.0103 | topview Loss: 0.0336 | transform_topview Loss: 0.0479 | transform Loss: 0.8548
Epoch: 162 | lr:0.0003000 | Loss: 0.0113 | topview Loss: 0.0401 | transform_topview Loss: 0.0498 | transform Loss: 0.8549
Epoch: 163 | lr:0.0003000 | Loss: 0.0104 | topview Loss: 0.0333 | transform_topview Loss: 0.0487 | transform Loss: 0.8550
Epoch: 164 | lr:0.0003000 | Loss: 0.0105 | topview Loss: 0.0332 | transform_topview Loss: 0.0498 | transform Loss: 0.8549
Epoch: 165 | lr:0.0003000 | Loss: 0.0110 | topview Loss: 0.0391 | transform_topview Loss: 0.0482 | transform Loss: 0.8548
Epoch: 165 | Validation: mIOU: 19.30 % mAP: 34.79 %
