Epoch: 95 | lr:0.0001000 | Loss: 0.0736 | topview Loss: 0.3012 | transform_topview Loss: 0.2869 | transform Loss: 0.8550
Epoch: 95 | Validation: mIOU: 26.66 % mAP: 29.20 %
Epoch: 96 | lr:0.0001000 | Loss: 0.0478 | topview Loss: 0.1867 | transform_topview Loss: 0.1952 | transform Loss: 0.8550
Epoch: 97 | lr:0.0001000 | Loss: 0.0406 | topview Loss: 0.1596 | transform_topview Loss: 0.1643 | transform Loss: 0.8550
Epoch: 98 | lr:0.0001000 | Loss: 0.0346 | topview Loss: 0.1377 | transform_topview Loss: 0.1379 | transform Loss: 0.8550
Epoch: 99 | lr:0.0001000 | Loss: 0.0316 | topview Loss: 0.1251 | transform_topview Loss: 0.1271 | transform Loss: 0.8550
Epoch: 100 | lr:0.0001000 | Loss: 0.0272 | topview Loss: 0.1083 | transform_topview Loss: 0.1081 | transform Loss: 0.8550
Epoch: 100 | Validation: mIOU: 32.13 % mAP: 36.67 %
Epoch: 101 | lr:0.0001000 | Loss: 0.0242 | topview Loss: 0.0926 | transform_topview Loss: 0.1005 | transform Loss: 0.8550
Epoch: 102 | lr:0.0001000 | Loss: 0.0225 | topview Loss: 0.0845 | transform_topview Loss: 0.0946 | transform Loss: 0.8550
Epoch: 103 | lr:0.0001000 | Loss: 0.0202 | topview Loss: 0.0754 | transform_topview Loss: 0.0854 | transform Loss: 0.8550
Epoch: 104 | lr:0.0001000 | Loss: 0.0185 | topview Loss: 0.0678 | transform_topview Loss: 0.0790 | transform Loss: 0.8550
Epoch: 105 | lr:0.0001000 | Loss: 0.0173 | topview Loss: 0.0613 | transform_topview Loss: 0.0760 | transform Loss: 0.8550
Epoch: 105 | Validation: mIOU: 29.67 % mAP: 33.70 %
Epoch: 106 | lr:0.0001000 | Loss: 0.0166 | topview Loss: 0.0609 | transform_topview Loss: 0.0714 | transform Loss: 0.8550
Epoch: 107 | lr:0.0001000 | Loss: 0.0161 | topview Loss: 0.0562 | transform_topview Loss: 0.0717 | transform Loss: 0.8550
Epoch: 108 | lr:0.0001000 | Loss: 0.0148 | topview Loss: 0.0519 | transform_topview Loss: 0.0655 | transform Loss: 0.8550
Epoch: 109 | lr:0.0001000 | Loss: 0.0142 | topview Loss: 0.0481 | transform_topview Loss: 0.0646 | transform Loss: 0.8550
Epoch: 110 | lr:0.0001000 | Loss: 0.0136 | topview Loss: 0.0458 | transform_topview Loss: 0.0621 | transform Loss: 0.8550
Epoch: 110 | Validation: mIOU: 31.84 % mAP: 38.02 %
Epoch: 111 | lr:0.0001000 | Loss: 0.0129 | topview Loss: 0.0449 | transform_topview Loss: 0.0577 | transform Loss: 0.8550
Epoch: 112 | lr:0.0001000 | Loss: 0.0128 | topview Loss: 0.0414 | transform_topview Loss: 0.0605 | transform Loss: 0.8550
Epoch: 113 | lr:0.0001000 | Loss: 0.0134 | topview Loss: 0.0435 | transform_topview Loss: 0.0624 | transform Loss: 0.8550
Epoch: 114 | lr:0.0001000 | Loss: 0.0127 | topview Loss: 0.0423 | transform_topview Loss: 0.0588 | transform Loss: 0.8550
Epoch: 115 | lr:0.0001000 | Loss: 0.0115 | topview Loss: 0.0377 | transform_topview Loss: 0.0532 | transform Loss: 0.8550
Epoch: 115 | Validation: mIOU: 31.84 % mAP: 39.32 %
Epoch: 116 | lr:0.0001000 | Loss: 0.0117 | topview Loss: 0.0381 | transform_topview Loss: 0.0549 | transform Loss: 0.8550
Epoch: 117 | lr:0.0001000 | Loss: 0.0122 | topview Loss: 0.0394 | transform_topview Loss: 0.0576 | transform Loss: 0.8550
Epoch: 118 | lr:0.0001000 | Loss: 0.0113 | topview Loss: 0.0364 | transform_topview Loss: 0.0535 | transform Loss: 0.8550
Epoch: 119 | lr:0.0001000 | Loss: 0.0094 | topview Loss: 0.0307 | transform_topview Loss: 0.0434 | transform Loss: 0.8550
Epoch: 120 | lr:0.0001000 | Loss: 0.0102 | topview Loss: 0.0331 | transform_topview Loss: 0.0476 | transform Loss: 0.8550
Epoch: 120 | Validation: mIOU: 35.02 % mAP: 43.64 %
Epoch: 121 | lr:0.0001000 | Loss: 0.0110 | topview Loss: 0.0316 | transform_topview Loss: 0.0555 | transform Loss: 0.8550
Epoch: 122 | lr:0.0001000 | Loss: 0.0097 | topview Loss: 0.0310 | transform_topview Loss: 0.0455 | transform Loss: 0.8550
Epoch: 123 | lr:0.0001000 | Loss: 0.0088 | topview Loss: 0.0281 | transform_topview Loss: 0.0414 | transform Loss: 0.8550
Epoch: 124 | lr:0.0001000 | Loss: 0.0095 | topview Loss: 0.0273 | transform_topview Loss: 0.0478 | transform Loss: 0.8550
Epoch: 125 | lr:0.0001000 | Loss: 0.0110 | topview Loss: 0.0302 | transform_topview Loss: 0.0568 | transform Loss: 0.8550
Epoch: 125 | Validation: mIOU: 32.46 % mAP: 39.97 %
Epoch: 126 | lr:0.0001000 | Loss: 0.0105 | topview Loss: 0.0333 | transform_topview Loss: 0.0497 | transform Loss: 0.8550
Epoch: 127 | lr:0.0001000 | Loss: 0.0099 | topview Loss: 0.0321 | transform_topview Loss: 0.0464 | transform Loss: 0.8550
Epoch: 128 | lr:0.0001000 | Loss: 0.0092 | topview Loss: 0.0310 | transform_topview Loss: 0.0417 | transform Loss: 0.8550
Epoch: 129 | lr:0.0001000 | Loss: 0.0080 | topview Loss: 0.0268 | transform_topview Loss: 0.0365 | transform Loss: 0.8550
Epoch: 130 | lr:0.0001000 | Loss: 0.0136 | topview Loss: 0.0255 | transform_topview Loss: 0.0826 | transform Loss: 0.8550
Epoch: 130 | Validation: mIOU: 33.18 % mAP: 41.75 %
Epoch: 131 | lr:0.0001000 | Loss: 0.0091 | topview Loss: 0.0220 | transform_topview Loss: 0.0497 | transform Loss: 0.8550
Epoch: 132 | lr:0.0001000 | Loss: 0.0087 | topview Loss: 0.0253 | transform_topview Loss: 0.0433 | transform Loss: 0.8550
Epoch: 133 | lr:0.0001000 | Loss: 0.0089 | topview Loss: 0.0276 | transform_topview Loss: 0.0427 | transform Loss: 0.8550
Epoch: 134 | lr:0.0001000 | Loss: 0.0073 | topview Loss: 0.0234 | transform_topview Loss: 0.0341 | transform Loss: 0.8550
Epoch: 135 | lr:0.0001000 | Loss: 0.0073 | topview Loss: 0.0217 | transform_topview Loss: 0.0361 | transform Loss: 0.8550
Epoch: 135 | Validation: mIOU: 32.98 % mAP: 41.65 %
Epoch: 136 | lr:0.0001000 | Loss: 0.0078 | topview Loss: 0.0213 | transform_topview Loss: 0.0399 | transform Loss: 0.8550
Epoch: 137 | lr:0.0001000 | Loss: 0.0085 | topview Loss: 0.0247 | transform_topview Loss: 0.0421 | transform Loss: 0.8550
Epoch: 138 | lr:0.0001000 | Loss: 0.0080 | topview Loss: 0.0218 | transform_topview Loss: 0.0411 | transform Loss: 0.8550
Epoch: 139 | lr:0.0001000 | Loss: 0.0077 | topview Loss: 0.0238 | transform_topview Loss: 0.0367 | transform Loss: 0.8550
Epoch: 140 | lr:0.0001000 | Loss: 0.0084 | topview Loss: 0.0257 | transform_topview Loss: 0.0404 | transform Loss: 0.8550
