Epoch: 95 | lr:0.0003000 | Loss: 0.0387 | topview Loss: 0.1487 | transform_topview Loss: 0.1604 | transform Loss: 0.8753
Epoch: 95 | Validation: mIOU: 37.79 % mAP: 49.09 %
Epoch: 96 | lr:0.0003000 | Loss: 0.0244 | topview Loss: 0.0954 | transform_topview Loss: 0.0989 | transform Loss: 0.8753
Epoch: 97 | lr:0.0003000 | Loss: 0.0203 | topview Loss: 0.0771 | transform_topview Loss: 0.0841 | transform Loss: 0.8753
Epoch: 98 | lr:0.0003000 | Loss: 0.0180 | topview Loss: 0.0696 | transform_topview Loss: 0.0738 | transform Loss: 0.8753
Epoch: 99 | lr:0.0003000 | Loss: 0.0167 | topview Loss: 0.0633 | transform_topview Loss: 0.0691 | transform Loss: 0.8753
Epoch: 100 | lr:0.0003000 | Loss: 0.0155 | topview Loss: 0.0601 | transform_topview Loss: 0.0635 | transform Loss: 0.8753
Epoch: 100 | Validation: mIOU: 53.59 % mAP: 62.33 %
Epoch: 101 | lr:0.0003000 | Loss: 0.0144 | topview Loss: 0.0534 | transform_topview Loss: 0.0611 | transform Loss: 0.8753
Epoch: 102 | lr:0.0003000 | Loss: 0.0145 | topview Loss: 0.0594 | transform_topview Loss: 0.0559 | transform Loss: 0.8753
Epoch: 103 | lr:0.0003000 | Loss: 0.0139 | topview Loss: 0.0537 | transform_topview Loss: 0.0565 | transform Loss: 0.8753
Epoch: 104 | lr:0.0003000 | Loss: 0.0132 | topview Loss: 0.0496 | transform_topview Loss: 0.0550 | transform Loss: 0.8753
Epoch: 105 | lr:0.0003000 | Loss: 0.0119 | topview Loss: 0.0453 | transform_topview Loss: 0.0490 | transform Loss: 0.8753
Epoch: 105 | Validation: mIOU: 54.54 % mAP: 62.13 %
Epoch: 106 | lr:0.0003000 | Loss: 0.0120 | topview Loss: 0.0440 | transform_topview Loss: 0.0512 | transform Loss: 0.8753
Epoch: 107 | lr:0.0003000 | Loss: 0.0114 | topview Loss: 0.0412 | transform_topview Loss: 0.0488 | transform Loss: 0.8753
Epoch: 108 | lr:0.0003000 | Loss: 0.0113 | topview Loss: 0.0420 | transform_topview Loss: 0.0479 | transform Loss: 0.8753
Epoch: 109 | lr:0.0003000 | Loss: 0.0110 | topview Loss: 0.0412 | transform_topview Loss: 0.0459 | transform Loss: 0.8753
Epoch: 110 | lr:0.0003000 | Loss: 0.0106 | topview Loss: 0.0402 | transform_topview Loss: 0.0436 | transform Loss: 0.8753
Epoch: 110 | Validation: mIOU: 45.79 % mAP: 57.23 %
Epoch: 111 | lr:0.0003000 | Loss: 0.0104 | topview Loss: 0.0366 | transform_topview Loss: 0.0454 | transform Loss: 0.8753
Epoch: 112 | lr:0.0003000 | Loss: 0.0106 | topview Loss: 0.0364 | transform_topview Loss: 0.0475 | transform Loss: 0.8753
Epoch: 113 | lr:0.0003000 | Loss: 0.0104 | topview Loss: 0.0352 | transform_topview Loss: 0.0471 | transform Loss: 0.8753
Epoch: 114 | lr:0.0003000 | Loss: 0.0107 | topview Loss: 0.0375 | transform_topview Loss: 0.0471 | transform Loss: 0.8753
Epoch: 115 | lr:0.0003000 | Loss: 0.0102 | topview Loss: 0.0357 | transform_topview Loss: 0.0449 | transform Loss: 0.8753
Epoch: 115 | Validation: mIOU: 55.72 % mAP: 65.21 %
Epoch: 116 | lr:0.0003000 | Loss: 0.0095 | topview Loss: 0.0340 | transform_topview Loss: 0.0410 | transform Loss: 0.8753
Epoch: 117 | lr:0.0003000 | Loss: 0.0104 | topview Loss: 0.0397 | transform_topview Loss: 0.0424 | transform Loss: 0.8753
Epoch: 118 | lr:0.0003000 | Loss: 0.0098 | topview Loss: 0.0378 | transform_topview Loss: 0.0395 | transform Loss: 0.8753
Epoch: 119 | lr:0.0003000 | Loss: 0.0089 | topview Loss: 0.0329 | transform_topview Loss: 0.0372 | transform Loss: 0.8753
Epoch: 120 | lr:0.0003000 | Loss: 0.0089 | topview Loss: 0.0305 | transform_topview Loss: 0.0395 | transform Loss: 0.8753
Epoch: 120 | Validation: mIOU: 63.66 % mAP: 69.44 %
Epoch: 121 | lr:0.0003000 | Loss: 0.0087 | topview Loss: 0.0293 | transform_topview Loss: 0.0391 | transform Loss: 0.8753
Epoch: 122 | lr:0.0003000 | Loss: 0.0086 | topview Loss: 0.0295 | transform_topview Loss: 0.0382 | transform Loss: 0.8753
Epoch: 123 | lr:0.0003000 | Loss: 0.0088 | topview Loss: 0.0305 | transform_topview Loss: 0.0391 | transform Loss: 0.8753
Epoch: 124 | lr:0.0003000 | Loss: 0.0084 | topview Loss: 0.0307 | transform_topview Loss: 0.0358 | transform Loss: 0.8753
Epoch: 125 | lr:0.0003000 | Loss: 0.0081 | topview Loss: 0.0295 | transform_topview Loss: 0.0346 | transform Loss: 0.8753
Epoch: 125 | Validation: mIOU: 53.19 % mAP: 67.30 %
Epoch: 126 | lr:0.0003000 | Loss: 0.0087 | topview Loss: 0.0321 | transform_topview Loss: 0.0369 | transform Loss: 0.8753
Epoch: 127 | lr:0.0003000 | Loss: 0.0084 | topview Loss: 0.0279 | transform_topview Loss: 0.0386 | transform Loss: 0.8753
Epoch: 128 | lr:0.0003000 | Loss: 0.0083 | topview Loss: 0.0305 | transform_topview Loss: 0.0351 | transform Loss: 0.8753
Epoch: 129 | lr:0.0003000 | Loss: 0.0083 | topview Loss: 0.0309 | transform_topview Loss: 0.0347 | transform Loss: 0.8753
Epoch: 130 | lr:0.0003000 | Loss: 0.0079 | topview Loss: 0.0292 | transform_topview Loss: 0.0335 | transform Loss: 0.8753
Epoch: 130 | Validation: mIOU: 68.24 % mAP: 72.85 %
Epoch: 131 | lr:0.0003000 | Loss: 0.0081 | topview Loss: 0.0277 | transform_topview Loss: 0.0359 | transform Loss: 0.8753
Epoch: 132 | lr:0.0003000 | Loss: 0.0086 | topview Loss: 0.0308 | transform_topview Loss: 0.0372 | transform Loss: 0.8753
Epoch: 133 | lr:0.0003000 | Loss: 0.0080 | topview Loss: 0.0270 | transform_topview Loss: 0.0362 | transform Loss: 0.8753
Epoch: 134 | lr:0.0003000 | Loss: 0.0087 | topview Loss: 0.0259 | transform_topview Loss: 0.0424 | transform Loss: 0.8753
Epoch: 135 | lr:0.0003000 | Loss: 0.0080 | topview Loss: 0.0253 | transform_topview Loss: 0.0377 | transform Loss: 0.8753
Epoch: 135 | Validation: mIOU: 73.61 % mAP: 77.01 %
Epoch: 136 | lr:0.0003000 | Loss: 0.0070 | topview Loss: 0.0273 | transform_topview Loss: 0.0276 | transform Loss: 0.8753
Epoch: 137 | lr:0.0003000 | Loss: 0.0072 | topview Loss: 0.0264 | transform_topview Loss: 0.0306 | transform Loss: 0.8753
Epoch: 138 | lr:0.0003000 | Loss: 0.0077 | topview Loss: 0.0285 | transform_topview Loss: 0.0320 | transform Loss: 0.8753
Epoch: 139 | lr:0.0003000 | Loss: 0.0078 | topview Loss: 0.0248 | transform_topview Loss: 0.0370 | transform Loss: 0.8753
Epoch: 140 | lr:0.0003000 | Loss: 0.0079 | topview Loss: 0.0265 | transform_topview Loss: 0.0359 | transform Loss: 0.8753
Epoch: 140 | Validation: mIOU: 57.99 % mAP: 70.16 %
Epoch: 141 | lr:0.0003000 | Loss: 0.0071 | topview Loss: 0.0227 | transform_topview Loss: 0.0332 | transform Loss: 0.8753
Epoch: 142 | lr:0.0003000 | Loss: 0.0065 | topview Loss: 0.0234 | transform_topview Loss: 0.0280 | transform Loss: 0.8753
Epoch: 143 | lr:0.0003000 | Loss: 0.0066 | topview Loss: 0.0230 | transform_topview Loss: 0.0288 | transform Loss: 0.8753
