Epoch: 95 | lr:0.0001000 | Loss: 0.0561 | topview Loss: 0.2248 | transform_topview Loss: 0.2234 | transform Loss: 0.8766
Epoch: 95 | Validation: mIOU: 28.47 % mAP: 30.61 %
Epoch: 96 | lr:0.0001000 | Loss: 0.0391 | topview Loss: 0.1547 | transform_topview Loss: 0.1571 | transform Loss: 0.8766
Epoch: 97 | lr:0.0001000 | Loss: 0.0321 | topview Loss: 0.1263 | transform_topview Loss: 0.1299 | transform Loss: 0.8766
Epoch: 98 | lr:0.0001000 | Loss: 0.0269 | topview Loss: 0.1040 | transform_topview Loss: 0.1103 | transform Loss: 0.8766
Epoch: 99 | lr:0.0001000 | Loss: 0.0231 | topview Loss: 0.0862 | transform_topview Loss: 0.0975 | transform Loss: 0.8766
Epoch: 100 | lr:0.0001000 | Loss: 0.0206 | topview Loss: 0.0747 | transform_topview Loss: 0.0890 | transform Loss: 0.8766
Epoch: 100 | Validation: mIOU: 32.89 % mAP: 35.86 %
Epoch: 101 | lr:0.0001000 | Loss: 0.0190 | topview Loss: 0.0671 | transform_topview Loss: 0.0842 | transform Loss: 0.8766
Epoch: 102 | lr:0.0001000 | Loss: 0.0173 | topview Loss: 0.0590 | transform_topview Loss: 0.0781 | transform Loss: 0.8766
Epoch: 103 | lr:0.0001000 | Loss: 0.0165 | topview Loss: 0.0554 | transform_topview Loss: 0.0761 | transform Loss: 0.8766
Epoch: 104 | lr:0.0001000 | Loss: 0.0152 | topview Loss: 0.0503 | transform_topview Loss: 0.0705 | transform Loss: 0.8766
Epoch: 105 | lr:0.0001000 | Loss: 0.0146 | topview Loss: 0.0485 | transform_topview Loss: 0.0677 | transform Loss: 0.8766
Epoch: 105 | Validation: mIOU: 30.01 % mAP: 32.16 %
Epoch: 106 | lr:0.0001000 | Loss: 0.0140 | topview Loss: 0.0450 | transform_topview Loss: 0.0661 | transform Loss: 0.8766
Epoch: 107 | lr:0.0001000 | Loss: 0.0135 | topview Loss: 0.0421 | transform_topview Loss: 0.0647 | transform Loss: 0.8766
Epoch: 108 | lr:0.0001000 | Loss: 0.0133 | topview Loss: 0.0423 | transform_topview Loss: 0.0636 | transform Loss: 0.8766
Epoch: 109 | lr:0.0001000 | Loss: 0.0126 | topview Loss: 0.0405 | transform_topview Loss: 0.0593 | transform Loss: 0.8766
Epoch: 110 | lr:0.0001000 | Loss: 0.0124 | topview Loss: 0.0381 | transform_topview Loss: 0.0605 | transform Loss: 0.8766
Epoch: 110 | Validation: mIOU: 32.24 % mAP: 35.97 %
Epoch: 111 | lr:0.0001000 | Loss: 0.0120 | topview Loss: 0.0358 | transform_topview Loss: 0.0596 | transform Loss: 0.8766
Epoch: 112 | lr:0.0001000 | Loss: 0.0115 | topview Loss: 0.0339 | transform_topview Loss: 0.0569 | transform Loss: 0.8766
