Epoch: 95 | lr:0.0003000 | Loss: 0.0694 | topview Loss: 0.2705 | transform_topview Loss: 0.2840 | transform Loss: 0.8009
Epoch: 95 | Validation: mIOU: 22.49 % mAP: 23.78 %
Epoch: 96 | lr:0.0003000 | Loss: 0.0407 | topview Loss: 0.1601 | transform_topview Loss: 0.1643 | transform Loss: 0.8010
Epoch: 97 | lr:0.0003000 | Loss: 0.0292 | topview Loss: 0.1092 | transform_topview Loss: 0.1232 | transform Loss: 0.8010
Epoch: 98 | lr:0.0003000 | Loss: 0.0213 | topview Loss: 0.0782 | transform_topview Loss: 0.0911 | transform Loss: 0.8009
Epoch: 99 | lr:0.0003000 | Loss: 0.0192 | topview Loss: 0.0731 | transform_topview Loss: 0.0801 | transform Loss: 0.8010
Epoch: 100 | lr:0.0003000 | Loss: 0.0160 | topview Loss: 0.0577 | transform_topview Loss: 0.0696 | transform Loss: 0.8009
Epoch: 100 | Validation: mIOU: 24.49 % mAP: 25.74 %
Epoch: 101 | lr:0.0003000 | Loss: 0.0144 | topview Loss: 0.0493 | transform_topview Loss: 0.0650 | transform Loss: 0.8011
Epoch: 102 | lr:0.0003000 | Loss: 0.0112 | topview Loss: 0.0393 | transform_topview Loss: 0.0496 | transform Loss: 0.8010
Epoch: 103 | lr:0.0003000 | Loss: 0.0101 | topview Loss: 0.0369 | transform_topview Loss: 0.0429 | transform Loss: 0.8010
Epoch: 104 | lr:0.0003000 | Loss: 0.0104 | topview Loss: 0.0375 | transform_topview Loss: 0.0450 | transform Loss: 0.8010
Epoch: 105 | lr:0.0003000 | Loss: 0.0099 | topview Loss: 0.0365 | transform_topview Loss: 0.0420 | transform Loss: 0.8009
Epoch: 105 | Validation: mIOU: 38.07 % mAP: 39.38 %
Epoch: 106 | lr:0.0003000 | Loss: 0.0090 | topview Loss: 0.0307 | transform_topview Loss: 0.0407 | transform Loss: 0.8011
Epoch: 107 | lr:0.0003000 | Loss: 0.0082 | topview Loss: 0.0301 | transform_topview Loss: 0.0346 | transform Loss: 0.8010
Epoch: 108 | lr:0.0003000 | Loss: 0.0082 | topview Loss: 0.0237 | transform_topview Loss: 0.0410 | transform Loss: 0.8010
Epoch: 109 | lr:0.0003000 | Loss: 0.0073 | topview Loss: 0.0240 | transform_topview Loss: 0.0337 | transform Loss: 0.8010
Epoch: 110 | lr:0.0003000 | Loss: 0.0070 | topview Loss: 0.0212 | transform_topview Loss: 0.0337 | transform Loss: 0.8010
Epoch: 110 | Validation: mIOU: 44.90 % mAP: 46.16 %
